,title,type,source,text,added_date
136,Canadian auto workers to vote on Ford deal starting on Saturday,Business,Reuters,"Ford reached a last-minute deal to avoid a walkout at its Canadian operations late on Tuesday, as the United Auto Workers union prepared for a potential expansion of its U.S. strikes against the Detroit Three automakers.  Unifor, which represents about 5,700 Ford employees in Canada, had sought improved wages and pensions, as well as support in the transition to electric vehicles and additional investment commitments by Ford.  Unifor's talks with the Detroit Three automakers in Canada are separate from the UAW's coordinated U.S. action that led to about 12,700 workers going on strike last week against one assembly plant at each of the Detroit Three automakers.",2023-09-20 20:50:06.158791
137,UPDATE 1-Canadian auto workers to vote on Ford deal starting on Saturday,Business,Reuters,"Auto workers at Ford Motor's Canadian facilities will start voting on a tentative three-year deal on Saturday, a spokesperson for the Unifor union said on Wednesday.  Ford reached a last-minute deal to avoid a walkout at its Canadian operations late on Tuesday, as the United Auto Workers union prepared for a potential expansion of its U.S. strikes against the Detroit Three automakers.  Unifor, which represents about 5,700 Ford employees in Canada, had sought improved wages and pensions, as well as support in the transition to electric vehicles and additional investment commitments by Ford.",2023-09-20 20:50:06.882228
138,"Amazon unveils a ""smarter and more conversational"" Alexa amid AI race among tech companies",Business,AP Finance,"Amazon has unveiled a slew of gadgets and an update to its popular voice assistant Alexa, infusing it with more generative AI features to better compete with other tech companies who've rolled out flashy chatbots.  During a demonstration in Washington D.C. on Wednesday, Amazon’s devices chief Dave Limp said the latest language model will allow consumers to have more human-like conversations with a “smarter and more conversational” Alexa.  The company showed different interactions through a pre-recorded video and a live demo where Alexa responds to prompts to write a poem, give ideas for a date night and provide a breakdown of a football game.",2023-09-20 20:58:26.907949
139,"UAW strike: Ford, Canadian workers reach deal; GM, UAW gap 'is very big,' source says",Business,Yahoo Finance,"There was some positive news in the ongoing labor battle between the Big Three and unionized autoworkers, though it came from north of the border as Ford reached a deal with a Canadian auto workers union, possibly providing some precedent for a deal to be reached here in the US.",2023-09-20 20:58:27.666310
140,Fed policymakers see 5.1% policy rate at end of 2024,Business,Reuters,"U.S. central bankers expect that after a final interest-rate hike this year, to 5.6%, they will end next year with short-term borrowing costs at 5.1%, reflecting fewer interest rates cuts than they anticipated three months ago.  That's according to the median of 19 forecasts included in the latest quarterly summary of Federal Reserve policymaker projections published on Wednesday, alongside the Fed's decision to leave its policy rate unchanged in a range of 5.25%-5.50%.  The dialed back pace of anticipated policy easing next year goes hand in hand with what policymakers expect to be mixed progress toward the Fed's 2% inflation goal.",2023-09-20 21:04:51.782510
141,"Federal Reserve leaves interest rates unchanged at 22-year high, signals one more hike in '23",Business,Yahoo Finance,The Federal Reserve on Wednesday left the target range for its benchmark interest rate unchanged at a 22-year high.,2023-09-20 21:04:52.474434
142,"Dow rises, Nasdaq falls as Fed keeps interest rates unchanged: Stock market news today",Business,Yahoo Finance,Stocks were mixed Wednesday as Wall Street digested the Federal Reserve's decision to hold interest rates steady as expected.,2023-09-20 21:15:50.998909
143,Deadline from auto workers grows closer with no sign of a deal as Stellantis announces layoffs,Business,AP Finance,"The car maker Stellantis expects to lay off more than 300 workers in Ohio and Indiana, blaming the decision on the United Auto Workers strike that is now in its sixth day.  Stellantis, which makes Chrysler, Dodge and Jeep vehicles, said Wednesday that the layoffs are a consequence of the UAW strike at its assembly plant in Toledo, Ohio.  Asked for comment, a union spokesman referred to a statement last weekend in which UAW President Shawn Fain said layoffs were unnecessary and an effort to pressure workers to settle for less in contract negotiations.",2023-09-20 21:17:49.143565
144,"Fed leaves rates unchanged, sees tighter policy through 2024",Business,Reuters,"The U.S. Federal Reserve held interest rates steady on Wednesday but stiffened its hawkish stance, with a further rate increase projected by the end of the year and monetary policy kept significantly tighter through 2024 than previously expected.  As they did in June, Fed policymakers at the median still see the central bank's benchmark overnight interest rate peaking this year in the 5.50%-5.75% range, just a quarter of a percentage point above the current range.  But from there the Fed's updated quarterly projections show rates falling only half a percentage point in 2024 compared to the full percentage point of cuts anticipated at the meeting in June.",2023-09-20 21:22:14.234502
145,Fed 'dot plot' shows interest rates rising once more in 2023,Business,Yahoo Finance,The Federal Reserve's Summary of Economic Projections showed the central bank expects to hike interest rates one more time in 2023.,2023-09-20 21:22:14.971821
146,"US STOCKS-Wall Street loses ground after Fed pauses rates, says they will stay higher for longer",Business,Reuters,"Wall Street retreated the S&P 500 turned negative as the U.S. Federal Reserve held key interest rates unchanged as widely expected, but warned that restrictive policy could remain in place through 2024.  Since the Fed embarked on its current tightening cycle in March, core inflation has cooled.",2023-09-20 21:26:26.506398
147,Stanford says it will return all gifts from FTX following suit against Sam Bankman-Fried's parents,U.S.,AP Finance,"Following a lawsuit against FTX Trading founder Sam Bankman-Fried's parents alleging that Stanford University received millions of dollars in donations from the now-collapsed cryptocurrency exchange, the school says it will return the funds of all gifts collected from FTX and related companies.  Lawyers for FTX on Monday accused Allan Joseph Bankman and Barbara Fried of exploiting their influence over their son to siphon millions from the company, while spending lavishly on a luxury home as well as funneling contributions to “pet causes” — and Stanford University.",2023-09-20 21:28:38.328562
